age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
25,10,0,High School,Full-time,33697,Same Religion,1,5.105298942,3,Collaborative,4.229114319,0,0,0,5.59385023,5,Love,0,0,4.589254517,0
30,5,0,Bachelor,Full-time,63730,Different Religion,1,6.547068784,3,Collaborative,4.221075653,1,0,0,1.536843726,2,Love,0,0,7.671293201,0
37,22,1,PhD,Homemaker,78460,Same Religion,1,9.33451403,0,Collaborative,5.608330279,1,0,0,7.046136926,5,Arranged,1,0,7.395553968,0
32,1,0,High School,Part-time,53843,Different Religion,1,5.733262023,1,Avoidant,2.223479416,0,1,0,9.590310097,0,Love,0,0,4.890475257,1
27,40,3,Bachelor,Unemployed,47073,Same Religion,1,7.081289753,2,Aggressive,8.80124284,0,0,0,3.060663466,3,Love,1,0,5.995178043,1
27,1,2,Bachelor,Full-time,62075,Same Religion,1,9.129743414,2,Aggressive,5.824063231,1,1,0,6.817177417,4,Love,1,0,5.559502027,1
26,1,2,High School,Part-time,44321,Same Religion,1,6.805130744,0,Avoidant,5.753620377,0,1,0,10,4,Love,1,0,3.890809798,1
33,22,1,Bachelor,Homemaker,65317,Same Religion,0,7.50886176,1,Avoidant,4.764530064,0,0,0,5.326309493,3,Love,1,0,7.58446193,0
24,2,0,Master,Full-time,55135,Same Religion,1,4.285323241,2,Passive,1.570735634,1,0,0,5.989493471,3,Love,0,0,7.06656929,1
28,13,2,Master,Part-time,46858,Same Religion,1,6.723941287,1,Avoidant,7.649082988,0,0,0,4.784151164,3,Love,0,0,7.321529941,0
28,16,2,Bachelor,Full-time,62305,Different Religion,0,6.704184279,1,Avoidant,10,0,0,0,8.362421984,3,Love,1,0,7.971836789,0
25,19,0,Master,Full-time,77750,Same Religion,1,9.55318622,3,Collaborative,2.875757565,0,0,0,7.829538129,3,Love,1,0,6.531928319,1
21,40,0,Bachelor,Unemployed,29618,Same Religion,0,3.505201851,3,Collaborative,2.68229331,0,0,1,4.332543698,0,Love,0,0,8.490009724,1
29,3,1,High School,Unemployed,63362,Same Religion,1,10,2,Collaborative,2.87051708,1,0,0,6.550197553,3,Arranged,1,0,6.012698579,0
27,12,3,High School,Part-time,18020,Same Religion,1,8.299418048,2,Collaborative,3.172634265,0,1,0,4.587545438,2,Other,1,0,8.254827566,0
30,1,2,Bachelor,Full-time,54906,Not Religious,1,7.931268534,3,Avoidant,8.65236596,0,0,0,4.638111739,3,Love,1,0,7.869438045,1
25,5,4,High School,Full-time,73904,Same Religion,0,3.702636053,2,Collaborative,2.461786833,0,0,1,4.51503041,2,Arranged,0,0,6.612962292,1
34,18,1,High School,Homemaker,80446,Not Religious,0,4.190235953,2,Avoidant,10,1,0,0,5.096122891,4,Arranged,1,0,6.616862302,1
23,4,3,Bachelor,Full-time,49505,Different Religion,1,7.25005676,3,Aggressive,9.679974327,1,0,0,4.697424233,4,Love,1,1,7.021658519,0
36,8,2,Bachelor,Unemployed,49292,Same Religion,1,1.839101949,1,Passive,7.01791481,0,1,0,6.170713091,2,Love,1,0,5.193075891,0
19,7,0,High School,Full-time,55401,Not Religious,1,2.989005564,6,Collaborative,6.495123829,0,0,0,9.227462544,3,Love,1,0,5.527930082,0
30,10,0,High School,Homemaker,37951,Different Religion,1,7.591960542,0,Collaborative,7.205296711,0,0,0,4.607586517,1,Arranged,1,0,8.809946457,1
30,36,2,Bachelor,Homemaker,63253,Not Religious,1,8.380254204,0,Avoidant,3.66167896,0,0,0,4.433590379,1,Love,0,0,6.04724665,1
24,1,2,Bachelor,Full-time,39948,Same Religion,0,10,2,Aggressive,2.148861403,1,0,0,6.928926799,1,Love,1,0,7.295228064,0
30,8,2,Bachelor,Unemployed,71130,Same Religion,1,5.331369939,3,Collaborative,5.333217436,0,0,0,4.999959436,3,Other,1,0,5.109201376,0
34,19,1,Master,Full-time,45665,Same Religion,1,4.266579688,0,Avoidant,1.639970709,0,0,0,4.31251474,1,Love,1,0,7.933221397,1
18,6,3,High School,Full-time,53606,Same Religion,1,4.46419855,2,Collaborative,3.17347325,0,1,0,6.442222229,3,Love,0,0,6.380245952,0
30,1,2,High School,Full-time,69987,Not Religious,1,6.903863552,1,Avoidant,6.968222903,0,1,0,5.904498371,2,Arranged,1,0,9.131122593,1
18,8,1,High School,Part-time,72709,Different Religion,1,5.598428363,3,Collaborative,6.056930489,0,0,1,5.20240663,1,Love,1,0,3.747041041,1
23,4,4,High School,Full-time,71799,Different Religion,1,3.290425135,1,Collaborative,8.542581766,1,0,0,7.826282564,4,Arranged,0,0,9.915653478,1
36,1,2,No Formal Education,Part-time,65272,Not Religious,1,7.049513407,0,Collaborative,4.299227912,0,0,1,5.247465014,3,Love,1,0,6.924891215,0
25,18,0,Bachelor,Full-time,38267,Not Religious,0,3.948435156,4,Aggressive,9.448804577,1,0,0,8.237164192,5,Arranged,0,0,2.767470225,1
22,7,1,Bachelor,Full-time,59370,Same Religion,1,7.489528177,0,Aggressive,3.37401972,1,1,1,6.632560769,1,Love,0,0,5.100347704,1
27,27,1,Master,Part-time,56517,Different Religion,1,7.412411272,3,Collaborative,7.30124891,1,0,0,3.06533884,5,Arranged,1,0,7.178825975,1
38,16,2,High School,Part-time,51585,Same Religion,1,5.40637821,1,Avoidant,5.43649587,0,0,1,6.758714966,5,Love,0,0,2.790283582,0
18,11,2,High School,Part-time,61481,Same Religion,1,6.571075905,1,Collaborative,7.784095895,0,0,1,5.114870705,6,Love,0,0,7.158505149,0
22,1,1,Master,Part-time,42762,Not Religious,1,5.416457369,0,Avoidant,3.198820201,0,0,0,3.460259249,3,Love,1,0,6.735918498,1
35,5,1,Master,Homemaker,59305,Not Religious,1,5.858443507,3,Passive,7.2405697,0,1,0,5.994371943,4,Love,1,0,6.796387744,1
37,2,1,Bachelor,Full-time,54005,Different Religion,0,3.43753531,1,Collaborative,6.216338589,0,1,0,5.017134723,6,Love,1,1,6.835428065,1
27,24,1,Bachelor,Full-time,50852,Same Religion,1,1,1,Collaborative,2.891333693,1,1,0,10,4,Love,0,1,2.11517582,1
21,1,0,Master,Part-time,37671,Different Religion,1,5.748300017,2,Collaborative,10,0,0,0,5.206704109,7,Love,0,0,6.44903978,0
38,3,2,High School,Part-time,37141,Same Religion,1,4.011290238,3,Avoidant,4.733538469,0,0,0,6.456617318,5,Love,0,0,3.754714831,0
35,7,3,High School,Part-time,86846,Same Religion,0,4.289999097,0,Avoidant,7.169590308,1,0,0,4.320666355,2,Love,0,0,5.941729405,1
31,3,2,High School,Part-time,62296,Same Religion,1,4.170317262,2,Collaborative,6.594941056,1,0,0,5.689166765,2,Love,1,0,4.120707295,0
23,2,0,Bachelor,Full-time,96245,Same Religion,0,7.901717934,4,Avoidant,1.989749102,0,1,0,7.115127549,0,Arranged,1,0,5.739660317,0
27,9,3,High School,Full-time,97236,Same Religion,1,8.151572162,3,Avoidant,7.504903756,0,0,1,10,3,Love,0,0,6.558722611,0
27,1,2,Bachelor,Part-time,84592,Different Religion,1,6.682238248,2,Avoidant,2.077674641,0,0,0,6.500534161,5,Love,0,0,3.27082111,0
29,1,0,Master,Full-time,34363,Same Religion,1,5.346495737,1,Aggressive,4.010511778,0,0,1,2.937558723,1,Love,1,0,7.894998133,0
35,4,2,Bachelor,Full-time,88220,Different Religion,1,6.661722632,2,Collaborative,5.906031695,0,1,0,9.073010455,1,Love,1,0,7.77190487,0
32,12,0,High School,Full-time,57470,Same Religion,1,8.196409191,3,Avoidant,5.189787005,0,0,0,7.860265707,3,Love,0,0,5.075374732,1
22,8,2,Bachelor,Full-time,54446,Same Religion,1,9.322937682,0,Passive,6.625943387,0,1,0,1,3,Love,0,0,5.564960945,1
34,5,1,Master,Part-time,51590,Same Religion,1,4.487975182,0,Aggressive,1,0,0,0,2.933571574,1,Love,1,0,8.209062381,1
29,8,2,High School,Full-time,52988,Different Religion,0,2.963086871,0,Aggressive,1.497636338,0,0,0,5.08852322,5,Love,1,0,6.25766902,0
31,4,2,High School,Homemaker,67988,Different Religion,1,6.619363967,2,Avoidant,6.755221606,0,0,0,4.121649328,2,Love,1,0,2.642303928,1
35,27,3,Bachelor,Unemployed,105995,Same Religion,1,2.409208831,6,Collaborative,4.640196568,1,0,0,5.820141561,1,Other,0,0,6.572888678,0
22,1,1,High School,Full-time,27213,Same Religion,1,6.553899602,1,Avoidant,5.967938459,0,0,1,4.908774198,6,Love,1,0,7.603727314,0
27,11,1,PhD,Full-time,98868,Different Religion,1,6.445503598,0,Avoidant,6.149286254,0,0,0,7.893131853,3,Arranged,1,0,9.822310441,1
25,22,3,Bachelor,Full-time,90181,Same Religion,0,5.734099375,4,Avoidant,2.623409836,1,0,0,8.13525097,1,Love,0,0,3.486434001,1
20,16,2,High School,Part-time,56445,Same Religion,0,9.58007406,3,Collaborative,1.842060281,0,1,0,3.589456678,1,Love,0,1,5.532748957,1
29,2,2,Master,Full-time,50046,Same Religion,1,6.154189282,2,Aggressive,7.029557273,0,0,1,10,3,Arranged,0,0,4.652064109,1
40,3,0,Bachelor,Full-time,33058,Same Religion,0,7.105736946,5,Aggressive,3.335480658,0,0,0,8.901743775,4,Love,1,0,7.447571548,1
18,12,3,High School,Full-time,41837,Same Religion,1,8.313413194,4,Passive,5.674418125,0,1,1,1,3,Love,1,0,9.546425368,1
27,1,1,High School,Part-time,47856,Same Religion,1,5.860891136,4,Avoidant,4.849004147,0,0,0,4.19496639,3,Arranged,1,0,7.752102115,0
31,16,2,Bachelor,Part-time,57936,Same Religion,1,5.211312142,1,Avoidant,2.315770153,0,0,0,3.712077915,6,Arranged,1,0,5.215503406,0
28,12,0,High School,Part-time,59408,Same Religion,1,5.272966947,1,Aggressive,3.897060493,0,0,0,4.059057614,3,Arranged,0,0,6.935651579,1
27,13,2,High School,Homemaker,75222,Same Religion,0,6.844161043,3,Avoidant,7.69676562,0,0,0,1,5,Love,1,0,6.082220405,0
21,1,1,High School,Full-time,73027,Not Religious,1,6.643632277,2,Avoidant,5.626247005,1,1,0,6.33988954,2,Arranged,1,0,8.527804207,1
29,12,3,High School,Part-time,64773,Same Religion,1,9.423894361,4,Aggressive,4.334245266,0,0,0,4.421332438,5,Love,0,0,7.463139448,1
24,11,2,Bachelor,Full-time,59127,Same Religion,0,4.730480918,1,Collaborative,6.177254158,0,0,0,7.095194982,1,Love,1,0,6.104221191,0
18,17,2,Master,Part-time,82862,Same Religion,1,5.52928579,3,Avoidant,8.623736982,0,0,1,10,2,Love,0,1,5.327432455,1
33,1,1,Master,Part-time,76790,Same Religion,1,7.908740595,1,Passive,5.133135263,0,0,0,9.326255797,1,Love,0,0,5.829810718,0
32,1,3,Bachelor,Full-time,68899,Different Religion,1,7.313017131,0,Aggressive,10,0,0,0,4.723337335,4,Love,0,0,7.755695539,0
28,4,1,PhD,Full-time,51884,Same Religion,0,5.886155532,0,Passive,6.005979646,0,0,0,5.906061641,4,Arranged,1,0,4.455582669,0
29,1,2,High School,Unemployed,82112,Not Religious,0,5.609169486,2,Collaborative,4.456000205,1,0,0,7.379690669,3,Love,1,0,6.021509504,1
33,8,2,High School,Full-time,76697,Different Religion,1,4.996981536,2,Collaborative,6.123971818,0,0,1,9.701342581,4,Love,0,0,8.38868544,0
29,24,2,Bachelor,Full-time,55080,Not Religious,0,4.191261186,4,Collaborative,10,0,0,0,6.151794072,2,Love,0,0,1.717794602,0
32,4,1,Bachelor,Homemaker,21650,Same Religion,0,5.950422474,2,Collaborative,8.6327025,0,0,0,3.694678948,2,Love,1,0,5.036967515,0
26,18,1,Bachelor,Part-time,61900,Same Religion,1,7.16794777,2,Passive,1.659000237,0,0,1,7.326262846,5,Love,0,0,5.381415621,0
34,1,1,High School,Unemployed,46153,Same Religion,1,6.739201284,1,Aggressive,1.437432156,0,0,0,3.477674238,4,Love,1,0,8.41058767,0
29,1,3,High School,Unemployed,74344,Different Religion,1,5.835279592,2,Aggressive,4.485259037,1,0,0,3.532828719,5,Love,0,0,7.663887044,0
28,1,1,Bachelor,Full-time,64318,Same Religion,1,6.636891113,4,Collaborative,10,0,0,0,8.03688268,4,Love,1,0,4.127680066,0
21,3,2,PhD,Full-time,26545,Different Religion,0,4.093128017,2,Avoidant,5.586536259,0,0,0,8.509874408,4,Arranged,1,0,4.351139488,1
29,23,1,Bachelor,Unemployed,65895,Same Religion,0,7.13372602,1,Collaborative,3.384139932,1,0,1,9.286866349,1,Love,0,0,6.067714957,0
23,1,2,High School,Unemployed,94302,Same Religion,1,3.136591036,2,Avoidant,10,0,0,1,9.127002827,1,Love,1,1,4.300127825,1
24,9,3,Master,Full-time,56944,Same Religion,0,6.509939162,2,Collaborative,7.680221835,0,0,0,7.398090461,3,Arranged,0,0,9.428743875,1
23,6,1,High School,Full-time,59832,Same Religion,1,7.183051665,1,Passive,4.369444123,0,0,0,5.032682525,1,Love,1,0,5.262804257,0
22,27,3,High School,Full-time,53139,Same Religion,1,6.209697058,3,Collaborative,3.642112816,0,0,0,3.182629576,2,Love,0,0,7.953688106,1
38,1,1,Bachelor,Unemployed,61441,Same Religion,1,6.012973627,2,Aggressive,7.629574368,1,0,0,5.768180016,0,Love,1,0,4.404614731,0
34,2,2,Master,Full-time,90802,Same Religion,0,3.882372846,1,Collaborative,2.724751459,0,0,0,5.408793333,2,Love,0,0,4.698255852,1
37,1,0,Master,Homemaker,81110,Different Religion,0,5.912293744,1,Collaborative,3.849863991,0,0,1,5.615027926,3,Love,1,0,7.557090027,0
21,5,3,Bachelor,Homemaker,48483,Same Religion,1,9.964663676,2,Aggressive,5.448579016,1,0,0,5.848425173,3,Love,0,1,8.648157549,1
28,3,2,Bachelor,Unemployed,58544,Same Religion,0,5.864251429,1,Avoidant,3.880920563,0,0,1,5.140592509,4,Love,1,0,2.356104748,0
21,20,3,Bachelor,Part-time,59844,Same Religion,1,5.447355242,3,Collaborative,2.83680627,0,0,1,6.600495065,3,Love,1,0,9.169537113,0
24,9,0,High School,Full-time,68233,Not Religious,1,2.767510791,3,Aggressive,6.01655401,1,0,1,3.906620386,1,Arranged,1,0,5.015596509,0
23,9,0,PhD,Full-time,68601,Same Religion,1,6.73064015,0,Collaborative,5.4833777,0,0,0,6.913323119,2,Love,1,0,8.820420696,0
34,7,0,Bachelor,Part-time,58082,Not Religious,0,6.875017026,2,Collaborative,5.682035381,1,1,0,3.317652599,1,Love,0,0,2.062882787,0
26,1,2,High School,Full-time,35102,Same Religion,1,5.048260216,1,Aggressive,1,0,0,0,6.703441341,3,Love,0,0,4.760821144,0
33,5,3,Bachelor,Full-time,57706,Not Religious,1,5.510646963,0,Collaborative,7.855226453,0,0,0,5.208901607,2,Arranged,0,0,3.893212244,1
31,40,1,Bachelor,Part-time,52750,Same Religion,1,3.341197731,2,Aggressive,1,0,0,1,6.850759626,4,Love,0,0,5.82564982,0
39,18,0,No Formal Education,Full-time,42051,Same Religion,0,6.246614126,3,Collaborative,5.822956559,1,0,0,9.158509112,1,Love,0,0,6.324830973,0
20,22,0,Master,Unemployed,75767,Different Religion,0,6.994468987,3,Aggressive,10,0,0,0,1.770168668,0,Love,1,0,6.540084049,0
34,17,1,High School,Full-time,60384,Not Religious,1,1.484632767,1,Aggressive,7.321782932,0,1,0,5.457744566,2,Love,0,0,8.154353807,1
33,1,1,Master,Full-time,39345,Not Religious,0,5.926443907,0,Collaborative,4.321544275,0,0,1,6.723659392,4,Arranged,1,1,6.367447977,0
23,2,1,Bachelor,Full-time,99599,Same Religion,1,9.460725923,0,Collaborative,3.7663807,0,0,0,5.302360708,1,Arranged,0,0,4.834115575,1
33,1,0,High School,Homemaker,68329,Same Religion,1,6.301094067,2,Avoidant,4.766499225,0,0,0,6.179257529,2,Love,0,0,8.64186411,0
29,3,5,Bachelor,Unemployed,75838,Same Religion,0,6.983752116,0,Passive,7.932785378,0,0,0,6.301479707,3,Love,1,0,7.31666589,0
26,1,2,Bachelor,Full-time,80961,Same Religion,1,8.117395031,2,Aggressive,6.566321116,0,0,0,9.062556113,0,Love,0,0,7.242930513,1
23,6,1,High School,Full-time,51277,Same Religion,1,7.137230243,0,Collaborative,5.115417458,0,0,1,2.996556063,5,Love,1,0,5.4932241,0
24,11,2,Bachelor,Homemaker,70873,Same Religion,1,5.282465067,3,Avoidant,7.617409442,0,0,0,2.462136639,3,Love,1,0,7.148576691,1
38,20,1,Bachelor,Full-time,21403,Same Religion,1,2.761327985,4,Collaborative,1.793928555,0,0,0,6.59954958,4,Love,0,0,5.951722355,0
28,13,1,High School,Full-time,79247,Not Religious,1,10,1,Collaborative,3.556647682,0,0,1,8.671056774,1,Love,1,0,4.678369689,0
31,27,2,Bachelor,Full-time,58638,Same Religion,1,7.491867337,1,Avoidant,3.775670366,1,1,0,8.392139111,4,Love,0,0,6.063661366,0
24,1,0,Bachelor,Part-time,70534,Same Religion,1,7.688163261,2,Passive,7.822487804,0,0,0,5.022732581,1,Love,1,0,4.308925237,1
24,1,1,High School,Full-time,58596,Same Religion,1,8.080762108,3,Collaborative,5.692243184,0,0,0,3.563339408,4,Love,0,0,6.21074063,1
33,10,0,Master,Full-time,96354,Same Religion,1,8.238276611,1,Collaborative,10,0,0,0,6.86626992,2,Love,0,1,8.172418383,1
21,3,0,High School,Part-time,84483,Same Religion,1,7.590953045,2,Avoidant,7.092606455,0,0,0,7.160868289,6,Love,1,0,4.873775349,1
25,2,2,High School,Full-time,10000,Same Religion,0,6.057434264,2,Passive,3.277782382,0,1,0,3.169073418,4,Arranged,0,0,4.710530222,0
28,4,1,High School,Part-time,71055,Not Religious,1,5.360584236,3,Avoidant,7.43254717,0,0,0,4.543180528,6,Arranged,1,1,9.158172218,0
28,3,2,Bachelor,Part-time,54359,Same Religion,1,7.464182361,1,Avoidant,3.291245311,0,0,0,6.670769894,2,Love,1,0,5.557849784,0
27,7,3,Bachelor,Full-time,71845,Same Religion,0,6.290266662,2,Collaborative,3.971696913,0,0,0,6.024932053,5,Love,0,0,4.771225327,1
29,5,2,Bachelor,Full-time,71567,Same Religion,1,6.22613332,2,Aggressive,4.80205104,0,0,1,8.486647563,3,Love,0,0,4.583110391,0
31,7,2,High School,Part-time,45140,Same Religion,1,7.970995209,3,Collaborative,5.827285201,0,0,0,6.594882067,3,Love,0,0,2.101852564,1
31,11,0,Master,Full-time,57684,Same Religion,1,10,4,Collaborative,5.554102032,0,0,1,3.272364066,3,Love,0,0,10,1
23,4,3,High School,Full-time,39612,Same Religion,1,4.117758026,1,Collaborative,5.546169145,0,0,0,6.660598065,4,Love,0,0,6.869041177,0
26,2,0,High School,Part-time,89721,Same Religion,1,6.960209778,1,Avoidant,2.563668206,0,0,1,3.085143403,5,Love,1,0,4.445377208,0
33,1,1,High School,Part-time,66545,Different Religion,1,3.988120539,2,Collaborative,4.99199786,0,0,1,6.880135799,0,Love,0,0,7.699065084,0
32,4,1,High School,Full-time,68649,Different Religion,1,6.390792351,0,Avoidant,5.779768594,1,0,0,5.396688388,1,Love,0,0,6.321949207,1
21,13,0,Bachelor,Full-time,66078,Same Religion,1,2.637636375,1,Collaborative,7.160417451,0,0,0,10,1,Arranged,1,0,5.805348781,1
29,14,1,High School,Full-time,38803,Different Religion,1,4.605465046,1,Passive,3.834014098,0,0,0,6.825972645,3,Love,1,0,6.835605494,0
18,10,2,High School,Part-time,72656,Same Religion,0,6.041143004,1,Collaborative,1,0,0,0,8.426499911,2,Arranged,1,0,8.060602143,1
28,2,0,Master,Part-time,95703,Same Religion,1,8.139598818,2,Collaborative,7.803558489,0,0,0,5.621778358,3,Love,1,0,5.320005472,0
37,8,1,High School,Unemployed,28878,Same Religion,1,3.039282147,4,Avoidant,6.42002788,0,0,0,5.002448645,0,Love,0,0,9.999591701,1
23,8,4,Master,Unemployed,61605,Same Religion,1,6.866960561,5,Avoidant,1.668435522,0,0,1,7.125374276,4,Other,1,0,4.310382063,0
23,6,3,Bachelor,Homemaker,75192,Same Religion,1,5.928535382,2,Avoidant,1.309451386,0,0,0,4.834138426,4,Love,0,0,6.651372675,0
31,7,2,Bachelor,Full-time,45029,Different Religion,0,8.927239324,4,Aggressive,6.654414426,0,0,0,6.544682354,2,Arranged,0,0,7.049344919,0
20,6,2,Bachelor,Full-time,74646,Different Religion,1,5.191346032,0,Avoidant,4.243931191,0,0,1,4.395536282,5,Love,1,0,5.570231502,0
24,8,4,Bachelor,Unemployed,60899,Not Religious,1,6.868382304,2,Collaborative,1.448324293,0,0,0,9.606562913,4,Love,0,0,9.224123579,0
30,12,2,High School,Full-time,45748,Same Religion,1,5.687781899,4,Aggressive,2.339289376,1,0,0,6.11605451,2,Love,1,0,8.851056227,0
24,1,2,PhD,Full-time,10000,Same Religion,0,4.046333213,2,Collaborative,4.647825452,1,0,0,4.501510526,3,Love,1,0,8.944071707,1
26,13,1,Bachelor,Full-time,58013,Same Religion,1,4.855670859,2,Collaborative,3.104408621,0,0,0,5.056605904,2,Love,0,0,5.963146466,1
31,1,2,Master,Homemaker,58533,Not Religious,1,4.486836775,0,Aggressive,3.750172421,0,0,1,7.966615407,2,Love,1,0,6.578799827,1
30,1,1,Master,Full-time,86284,Different Religion,1,2.508477755,2,Passive,5.192514033,0,0,0,6.387265779,4,Arranged,1,0,9.108815714,0
29,37,3,High School,Full-time,66776,Not Religious,1,9.092577377,2,Collaborative,7.614973446,0,0,0,4.27108512,2,Love,1,0,4.439503601,1
26,31,4,High School,Part-time,49400,Same Religion,1,5.283276653,2,Collaborative,6.440381666,0,0,0,8.487346836,3,Love,0,0,7.751754537,0
29,1,2,High School,Full-time,28573,Same Religion,1,6.95570446,4,Collaborative,5.562613268,0,0,1,6.161285542,3,Love,1,0,9.27116048,0
27,5,2,Master,Homemaker,77490,Same Religion,1,3.787257956,5,Collaborative,8.535013681,0,0,0,6.562766751,3,Arranged,1,0,3.842801131,0
30,2,0,Master,Full-time,62348,Not Religious,1,6.092699243,3,Aggressive,2.651445939,0,0,1,4.461591156,4,Love,1,0,1.777840431,0
25,6,0,Bachelor,Part-time,52119,Not Religious,1,7.012993074,2,Aggressive,4.851975259,0,0,1,5.387542873,6,Arranged,1,0,4.385480593,0
27,17,0,High School,Full-time,49176,Same Religion,1,6.1741426,1,Collaborative,3.492142699,0,0,0,5.768759671,4,Love,1,0,4.463441551,0
23,30,3,High School,Unemployed,84868,Same Religion,1,4.339730533,2,Avoidant,4.668503068,0,0,1,4.086768185,4,Arranged,1,0,5.278639204,1
27,10,2,Master,Homemaker,87825,Different Religion,0,7.617796027,2,Collaborative,4.886887854,0,0,0,1.224567894,2,Love,0,0,6.924980554,1
23,4,2,PhD,Unemployed,47465,Same Religion,1,1.90320426,1,Passive,3.397909036,0,0,0,8.81462838,1,Love,1,0,5.351500202,0
22,9,0,High School,Unemployed,14033,Not Religious,1,2.847008882,3,Avoidant,4.064768236,0,0,0,3.172827231,1,Love,1,0,6.699145216,0
29,3,4,High School,Full-time,55731,Same Religion,1,5.767985085,1,Avoidant,6.679691359,0,0,0,4.429678862,5,Arranged,0,0,3.042042245,0
29,24,3,Bachelor,Homemaker,64521,Same Religion,1,1.208693186,2,Avoidant,4.72659312,0,0,0,4.839552484,2,Love,1,0,10,1
31,20,1,High School,Part-time,61448,Different Religion,1,4.430214597,1,Collaborative,1,0,0,0,9.433306911,1,Love,0,0,6.836472641,1
25,8,2,Master,Homemaker,28513,Different Religion,1,5.057272517,3,Avoidant,6.74341324,0,0,0,5.285516498,7,Love,1,0,6.571692411,0
30,3,2,Bachelor,Part-time,90661,Same Religion,0,9.04184821,2,Aggressive,6.362312231,0,0,0,6.625187046,5,Love,1,0,5.399054919,0
30,3,3,Bachelor,Full-time,22791,Not Religious,0,4.679855237,2,Avoidant,1.811272829,0,1,0,7.49502858,2,Love,1,0,2.723991126,1
30,1,0,Bachelor,Part-time,45021,Not Religious,1,4.955601137,2,Aggressive,8.799672809,0,0,1,8.76560879,3,Love,1,0,4.964260549,0
23,16,0,Bachelor,Full-time,39561,Same Religion,1,2.301215112,4,Collaborative,4.378236054,0,0,1,4.62474072,5,Love,1,0,3.905718692,0
28,5,1,High School,Part-time,38504,Same Religion,1,6.152384911,1,Collaborative,7.529650278,0,0,1,7.186608289,2,Love,1,0,2.685337652,1
29,3,5,Master,Full-time,16347,Same Religion,1,6.01984594,1,Collaborative,5.105497878,0,1,0,4.534889733,2,Other,0,0,5.087205127,1
28,6,2,Bachelor,Full-time,61212,Same Religion,0,3.814608279,2,Passive,3.78489778,0,1,0,2.487227976,6,Love,0,0,5.417188788,0
18,17,0,Bachelor,Homemaker,88290,Not Religious,1,7.827684773,1,Collaborative,5.968886208,0,0,0,5.707201233,3,Love,1,0,4.479599921,0
28,1,2,Bachelor,Homemaker,56706,Same Religion,1,7.697377176,2,Passive,3.693382718,0,1,1,4.513144429,3,Love,1,0,6.584550598,0
39,19,3,High School,Homemaker,39847,Same Religion,1,4.881390463,2,Passive,4.615713976,0,0,1,9.420007277,6,Arranged,1,0,7.117311078,0
26,22,0,High School,Unemployed,88191,Not Religious,1,2.150233615,2,Avoidant,1.070490598,0,0,1,9.062253986,3,Love,0,0,6.965385688,0
24,29,2,Bachelor,Part-time,76786,Same Religion,1,3.855639052,3,Aggressive,4.239633886,0,0,1,8.246412824,3,Love,1,0,6.221447588,0
29,5,2,Bachelor,Part-time,43109,Different Religion,1,9.068829677,1,Collaborative,1.915123354,0,0,1,6.272480108,4,Love,1,1,4.361565906,0
29,2,2,Bachelor,Full-time,66446,Same Religion,1,6.278537332,3,Avoidant,4.984094933,0,0,1,5.940123496,6,Arranged,1,0,3.074850137,1
33,4,0,Master,Homemaker,81580,Not Religious,1,4.467843076,3,Collaborative,6.257565362,0,0,1,6.671227758,2,Love,0,0,5.107629682,1
21,4,6,Bachelor,Homemaker,41922,Different Religion,0,8.732462291,3,Collaborative,5.132623147,0,0,1,5.940431405,2,Love,1,0,8.299122278,0
31,1,2,Bachelor,Unemployed,62433,Not Religious,1,5.629484063,3,Avoidant,7.320194325,1,1,0,4.742156717,1,Love,0,0,4.97754641,1
30,9,1,High School,Homemaker,52230,Not Religious,0,6.026714525,1,Collaborative,9.944984183,0,0,0,4.999910944,1,Love,0,0,6.082087487,0
27,6,1,Master,Part-time,36149,Same Religion,1,10,1,Avoidant,4.72355316,0,0,0,7.531097098,2,Arranged,1,1,4.586945031,1
29,20,0,Bachelor,Full-time,63324,Same Religion,1,7.842302916,0,Aggressive,5.190683179,0,0,0,10,2,Arranged,0,0,5.555443688,1
33,1,0,High School,Homemaker,68647,Different Religion,1,5.428975371,0,Collaborative,3.361657494,1,0,1,6.326042093,3,Love,1,0,6.117492571,0
32,10,0,Bachelor,Full-time,60880,Not Religious,1,6.739864014,1,Avoidant,1,0,0,0,6.026555531,6,Arranged,0,0,5.366033429,0
22,14,1,Bachelor,Part-time,43675,Same Religion,1,7.101953761,2,Collaborative,5.338243036,0,0,0,4.683238049,1,Arranged,1,0,2.632155535,0
32,14,1,Master,Full-time,102015,Not Religious,0,7.643056237,0,Collaborative,6.705534355,0,0,0,2.471974395,3,Love,0,0,2.7804019,1
27,21,3,PhD,Part-time,50207,Same Religion,0,3.926799222,2,Avoidant,5.043911968,0,0,1,7.286540227,5,Love,0,0,7.688661575,0
28,13,0,Bachelor,Unemployed,71168,Not Religious,1,9.259238966,2,Aggressive,2.95389355,0,1,0,4.120705677,3,Love,1,0,3.562376023,1
28,26,2,Master,Part-time,76146,Same Religion,1,8.848649307,3,Collaborative,2.579688216,0,0,0,2.40548914,1,Love,0,0,5.66725067,0
